customer_id,week,login_frequency,feature_usage_count,session_duration_mins,support_tickets,api_calls,risk_score,is_warning_week,churned_this_week
CUST10121,13,6,4,20,0,57,0.187,0,0
CUST10121,14,3,8,32,0,98,0.105,0,0
CUST10121,15,6,7,20,0,78,0.213,0,0
CUST10121,16,6,0,36,0,113,0.119,0,0
CUST10121,17,2,6,24,0,81,0.191,0,0
CUST10121,18,5,5,30,0,72,0.1,0,0
CUST10121,19,7,3,23,1,38,0.133,0,0
CUST10121,20,5,2,23,0,109,0.063,0,0
CUST10121,21,6,6,14,0,156,0.124,0,0
CUST10121,22,4,5,2,0,39,0.154,0,0
CUST10121,23,5,0,16,1,67,0.182,0,0
CUST10121,24,3,5,28,0,130,0.135,0,0
CUST10121,25,5,4,40,0,137,0.19,0,0
CUST10121,26,4,7,31,0,108,0.128,0,0
CUST10121,27,5,4,21,0,119,0.175,0,0
CUST10121,28,6,7,20,0,77,0.198,0,0
CUST10121,29,2,3,35,0,112,0.051,0,0
CUST10121,30,3,6,48,0,134,0.139,0,0
CUST10121,31,5,4,36,0,151,0.219,0,0
CUST10121,32,10,6,36,0,71,0.159,0,0
CUST10121,33,6,7,35,0,55,0.12,0,0
CUST10121,34,4,5,35,0,115,0.105,0,0
CUST10121,35,5,3,16,0,129,0.156,0,0
CUST10121,36,6,5,30,0,104,0.19,0,0
CUST10121,37,6,6,24,0,88,0.189,0,0
CUST10121,38,6,3,32,0,135,0.161,0,0
CUST10121,39,6,6,17,1,114,0.133,0,0
CUST10121,40,4,4,27,0,120,0.21,0,0
CUST10121,41,7,5,20,1,135,0.126,0,0
CUST10121,42,4,8,28,1,94,0.137,0,0
CUST10121,43,4,7,36,1,144,0.11,0,0
CUST10121,44,5,4,43,0,103,0.156,0,0
CUST10121,45,5,5,20,0,75,0.139,0,0
CUST10121,46,4,3,31,0,110,0.084,0,0
CUST10121,47,6,3,29,0,119,0.2,0,0
CUST10121,48,5,6,18,0,90,0.255,0,0
CUST10121,49,7,6,29,0,71,0.204,0,0
CUST10121,50,6,3,21,0,132,0.14,0,0
CUST10122,1,6,1,19,0,138,0.093,0,0
CUST10122,2,3,0,22,0,63,0.166,0,0
CUST10122,3,6,4,14,1,123,0.152,0,0
CUST10122,4,8,5,14,0,117,0.198,0,0
CUST10122,5,3,2,33,0,99,0.162,0,0
CUST10122,6,7,2,25,0,100,0.06,0,0
CUST10122,7,1,2,21,0,146,0.165,0,0
CUST10122,8,6,2,12,0,97,0.182,0,0
CUST10122,9,4,6,24,0,55,0.147,0,0
CUST10122,10,5,3,34,0,90,0.141,0,0
CUST10122,11,4,4,28,1,88,0.151,0,0
CUST10122,12,5,1,11,0,103,0.21,0,0
CUST10122,13,5,0,16,1,56,0.148,0,0
CUST10122,14,4,2,23,0,174,0.05,0,0
CUST10122,15,7,3,23,0,40,0.202,0,0
CUST10122,16,5,1,16,0,123,0.116,0,0
CUST10122,17,3,2,25,0,132,0.164,0,0
CUST10122,18,8,4,28,0,134,0.192,0,0
CUST10122,19,4,2,27,0,62,0.11,0,0
CUST10122,20,4,0,38,0,56,0.14,0,0
CUST10122,21,4,1,13,0,130,0.275,0,0
CUST10122,22,6,5,24,0,120,0.106,0,0
CUST10122,23,2,4,32,0,107,0.076,0,0
CUST10122,24,5,1,27,0,85,0.125,0,0
CUST10122,25,5,3,24,0,134,0.176,0,0
CUST10122,26,5,4,19,0,54,0.116,0,0
CUST10122,27,7,0,41,0,123,0.086,0,0
CUST10122,28,5,5,40,0,86,0.162,0,0
CUST10122,29,9,1,17,0,84,0.156,0,0
CUST10122,30,3,0,21,0,113,0.128,0,0
CUST10122,31,6,1,29,0,118,0.119,0,0
CUST10122,32,3,1,22,0,149,0.154,0,0
CUST10122,33,4,0,10,0,137,0.134,0,0
CUST10122,34,4,0,9,0,89,0.153,0,0
CUST10122,35,4,0,26,0,97,0.103,0,0
CUST10122,36,5,4,45,0,165,0.081,0,0
CUST10122,37,3,0,29,0,111,0.4,1,0
CUST10122,38,5,0,30,0,49,0.425,0,0
CUST10122,39,3,2,23,1,96,0.507,0,1
CUST10123,1,5,7,31,0,84,0.093,0,0
CUST10123,2,7,4,32,0,80,0.085,0,0
CUST10123,3,5,6,22,0,69,0.152,0,0
CUST10123,4,6,7,37,0,154,0.203,0,0
CUST10123,5,5,7,34,0,71,0.179,0,0
CUST10123,6,6,7,13,0,108,0.135,0,0
CUST10123,7,3,5,24,0,129,0.299,0,0
CUST10123,8,6,5,16,0,119,0.195,0,0
CUST10123,9,3,5,31,0,96,0.05,0,0
CUST10123,10,6,2,35,0,88,0.076,0,0
CUST10123,11,4,3,27,0,113,0.22,0,0
CUST10123,12,5,6,16,0,49,0.205,0,0
CUST10123,13,6,5,18,0,82,0.145,0,0
CUST10123,14,4,3,24,1,124,0.156,0,0
CUST10123,15,3,7,15,0,142,0.18,0,0
CUST10123,16,7,6,25,0,59,0.113,0,0
CUST10123,17,5,8,26,0,76,0.202,0,0
CUST10123,18,7,4,23,0,86,0.184,0,0
CUST10123,19,6,5,26,0,93,0.159,0,0
CUST10123,20,7,4,46,0,128,0.19,0,0
CUST10123,21,5,6,33,0,94,0.11,0,0
CUST10123,22,5,2,26,0,94,0.05,0,0
CUST10123,23,2,4,24,0,81,0.351,1,0
CUST10123,24,3,1,12,0,91,0.425,0,0
CUST10123,25,2,5,17,0,73,0.517,0,0
CUST10123,26,4,2,5,0,56,0.643,0,1
CUST10124,1,4,8,25,0,111,0.171,0,0
CUST10124,2,7,10,13,0,70,0.149,0,0
CUST10124,3,4,3,24,0,82,0.173,0,0
CUST10124,4,7,11,17,0,125,0.176,0,0
CUST10124,5,2,5,23,0,71,0.192,0,0
CUST10124,6,6,8,27,1,85,0.121,0,0
CUST10124,7,7,12,19,0,130,0.149,0,0
CUST10124,8,3,8,32,0,42,0.188,0,0
CUST10124,9,4,10,39,0,97,0.099,0,0
CUST10124,10,6,8,24,0,65,0.149,0,0
CUST10124,11,4,9,26,0,71,0.218,0,0
CUST10124,12,6,9,18,0,77,0.074,0,0
CUST10124,13,7,9,26,0,97,0.155,0,0
CUST10124,14,3,10,40,0,79,0.178,0,0
CUST10124,15,5,8,34,0,116,0.222,0,0
CUST10124,16,6,9,19,0,88,0.143,0,0
CUST10124,17,6,9,30,0,130,0.099,0,0
CUST10124,18,6,11,27,0,120,0.14,0,0
CUST10124,19,4,9,28,0,103,0.194,0,0
CUST10124,20,3,7,35,0,107,0.123,0,0
CUST10124,21,5,7,17,0,65,0.188,0,0
CUST10124,22,5,5,21,0,101,0.107,0,0
CUST10124,23,5,10,35,0,116,0.134,0,0
CUST10124,24,5,11,22,0,112,0.256,0,0
CUST10124,25,6,10,23,0,145,0.106,0,0
CUST10124,26,5,8,33,0,114,0.094,0,0
CUST10124,27,6,10,31,0,67,0.082,0,0
CUST10124,28,5,10,27,0,102,0.096,0,0
CUST10124,29,5,11,25,0,84,0.132,0,0
CUST10124,30,8,10,33,0,145,0.197,0,0
CUST10124,31,6,8,17,0,65,0.086,0,0
CUST10124,32,6,10,23,0,104,0.105,0,0
CUST10124,33,6,9,24,0,85,0.091,0,0
CUST10124,34,5,7,15,0,67,0.135,0,0
CUST10124,35,4,7,36,0,82,0.213,0,0
CUST10125,1,3,0,25,0,116,0.174,0,0
CUST10125,2,7,5,23,0,148,0.151,0,0
CUST10125,3,6,3,32,0,116,0.081,0,0
CUST10125,4,6,1,25,0,87,0.208,0,0
CUST10125,5,5,6,40,0,90,0.2,0,0
CUST10125,6,6,4,22,0,76,0.13,0,0
CUST10125,7,3,0,17,0,133,0.199,0,0
CUST10125,8,7,2,21,0,108,0.05,0,0
CUST10125,9,5,1,14,0,92,0.153,0,0
CUST10125,10,5,0,27,0,108,0.103,0,0
CUST10125,11,5,0,29,0,119,0.377,1,0
CUST10125,12,5,1,18,0,92,0.471,0,0
CUST10125,13,7,1,19,0,60,0.497,0,0
CUST10125,14,2,2,21,0,57,0.614,0,0
CUST10125,15,0,1,0,1,53,0.714,0,1
CUST10126,1,7,18,23,0,124,0.091,0,0
CUST10126,2,5,15,28,0,99,0.12,0,0
CUST10126,3,5,13,16,0,111,0.173,0,0
CUST10126,4,5,15,22,0,81,0.243,0,0
CUST10126,5,4,12,26,0,132,0.159,0,0
CUST10126,6,7,13,7,0,89,0.176,0,0
CUST10126,7,6,16,34,0,58,0.171,0,0
CUST10126,8,6,12,24,0,140,0.14,0,0
CUST10126,9,6,10,29,0,62,0.142,0,0
CUST10126,10,5,13,24,0,156,0.211,0,0
CUST10126,11,6,14,30,1,114,0.173,0,0
CUST10126,12,4,14,43,0,140,0.083,0,0
CUST10126,13,8,16,23,0,106,0.115,0,0
CUST10126,14,2,14,13,0,119,0.207,0,0
CUST10126,15,3,15,37,0,61,0.133,0,0
CUST10126,16,6,18,30,0,107,0.199,0,0
CUST10126,17,5,16,29,0,75,0.137,0,0
CUST10126,18,5,14,27,0,104,0.145,0,0
CUST10126,19,6,14,32,0,94,0.159,0,0
CUST10126,20,5,19,25,1,62,0.15,0,0
CUST10126,21,5,17,33,1,74,0.153,0,0
CUST10126,22,6,13,24,0,106,0.061,0,0
CUST10126,23,5,14,24,0,99,0.127,0,0
CUST10127,1,6,3,28,0,63,0.096,0,0
CUST10127,2,6,2,38,0,110,0.158,0,0
CUST10127,3,8,0,28,0,155,0.152,0,0
CUST10127,4,4,1,29,0,70,0.05,0,0
CUST10127,5,4,3,17,0,132,0.243,0,0
CUST10127,6,5,2,34,0,169,0.255,0,0
CUST10127,7,7,0,13,0,111,0.15,0,0
CUST10127,8,6,3,13,1,81,0.16,0,0
CUST10127,9,4,2,31,1,44,0.187,0,0
CUST10127,10,5,2,17,0,118,0.212,0,0
CUST10127,11,6,6,27,0,110,0.179,0,0
CUST10127,12,3,1,15,0,149,0.133,0,0
CUST10127,13,4,1,25,0,52,0.175,0,0
CUST10127,14,5,0,37,0,155,0.159,0,0
CUST10127,15,7,2,34,0,63,0.166,0,0
CUST10127,16,5,3,30,0,82,0.106,0,0
CUST10127,17,8,0,21,0,83,0.05,0,0
CUST10127,18,4,0,27,0,126,0.111,0,0
CUST10127,19,8,0,22,0,103,0.125,0,0
CUST10127,20,4,1,32,0,73,0.135,0,0
CUST10127,21,6,5,25,0,68,0.15,0,0
CUST10127,22,5,5,23,0,90,0.152,0,0
CUST10127,23,4,1,21,0,106,0.134,0,0
CUST10127,24,3,2,37,0,75,0.155,0,0
CUST10127,25,8,0,19,0,95,0.086,0,0
CUST10127,26,4,3,37,0,79,0.148,0,0
CUST10127,27,4,3,24,0,83,0.197,0,0
CUST10127,28,7,0,10,0,122,0.153,0,0
CUST10127,29,7,3,16,0,108,0.221,0,0
CUST10127,30,2,2,5,0,125,0.151,0,0
CUST10127,31,1,1,13,0,58,0.113,0,0
CUST10127,32,5,2,17,0,91,0.178,0,0
CUST10127,33,5,1,13,0,94,0.199,0,0
CUST10127,34,3,3,33,0,114,0.284,0,0
CUST10127,35,3,1,27,0,112,0.165,0,0
CUST10127,36,3,1,31,1,70,0.123,0,0
CUST10127,37,4,1,16,0,85,0.05,0,0
CUST10127,38,4,0,27,0,22,0.061,0,0
CUST10127,39,6,3,16,0,96,0.184,0,0
CUST10127,40,4,0,25,0,104,0.103,0,0
CUST10127,41,6,4,22,0,118,0.13,0,0
CUST10127,42,4,2,18,0,101,0.142,0,0
CUST10127,43,8,4,30,0,122,0.186,0,0
CUST10127,44,3,3,14,0,114,0.359,1,0
CUST10127,45,3,3,18,0,119,0.473,0,0
CUST10127,46,6,0,28,1,43,0.503,0,0
CUST10127,47,3,1,26,0,62,0.57,0,0
CUST10127,48,3,0,19,0,56,0.644,0,1
CUST10128,1,4,1,32,0,142,0.119,0,0
CUST10128,2,4,0,34,0,103,0.157,0,0
CUST10128,3,2,1,31,1,98,0.402,1,0
CUST10128,4,4,4,23,0,118,0.403,0,0
CUST10128,5,4,1,20,0,63,0.495,0,1
CUST10129,1,4,3,22,0,102,0.24,0,0
CUST10129,2,4,7,34,0,85,0.131,0,0
CUST10129,3,5,3,23,0,145,0.169,0,0
CUST10129,4,5,9,23,0,92,0.202,0,0
CUST10129,5,4,6,25,1,90,0.107,0,0
CUST10129,6,4,4,3,0,114,0.115,0,0
CUST10129,7,3,6,13,0,97,0.131,0,0
CUST10129,8,6,4,30,0,107,0.174,0,0
CUST10129,9,9,8,45,0,70,0.135,0,0
CUST10129,10,5,7,43,0,161,0.168,0,0
CUST10129,11,6,3,21,0,150,0.152,0,0
CUST10129,12,7,9,37,0,99,0.136,0,0
CUST10129,13,7,2,22,0,141,0.127,0,0
CUST10129,14,4,5,30,0,72,0.244,0,0
CUST10129,15,5,5,20,0,72,0.175,0,0
CUST10129,16,2,6,23,1,85,0.121,0,0
CUST10129,17,4,3,21,0,94,0.121,0,0
CUST10129,18,2,4,34,0,137,0.125,0,0
CUST10129,19,2,3,15,0,93,0.191,0,0
CUST10129,20,7,10,28,0,71,0.214,0,0
CUST10129,21,5,5,21,0,94,0.16,0,0
CUST10129,22,6,5,19,1,53,0.148,0,0
CUST10129,23,6,5,24,0,116,0.148,0,0
CUST10129,24,4,6,23,0,102,0.142,0,0
CUST10129,25,3,7,28,0,63,0.11,0,0
CUST10129,26,5,5,32,0,99,0.099,0,0
CUST10129,27,5,4,32,0,86,0.138,0,0
CUST10129,28,6,5,18,0,138,0.147,0,0
CUST10129,29,4,3,27,0,169,0.16,0,0
CUST10129,30,4,3,16,1,57,0.171,0,0
CUST10129,31,5,8,18,0,122,0.171,0,0
CUST10129,32,3,4,26,0,96,0.117,0,0
CUST10129,33,2,3,28,0,113,0.193,0,0
CUST10129,34,4,2,32,0,95,0.119,0,0
CUST10129,35,5,5,12,0,123,0.156,0,0
CUST10129,36,5,7,24,1,180,0.129,0,0
CUST10129,37,4,5,18,0,63,0.173,0,0
CUST10129,38,3,5,26,0,55,0.113,0,0
CUST10129,39,5,2,35,0,117,0.149,0,0
CUST10129,40,7,6,34,0,114,0.168,0,0
CUST10129,41,6,2,34,0,57,0.258,0,0
CUST10129,42,6,3,35,0,76,0.198,0,0
CUST10129,43,7,2,30,0,61,0.213,0,0
CUST10130,1,6,4,12,0,74,0.108,0,0
CUST10130,2,6,8,42,0,143,0.147,0,0
CUST10130,3,8,5,26,0,96,0.127,0,0
CUST10130,4,4,4,9,0,111,0.266,0,0
CUST10130,5,4,5,17,0,91,0.072,0,0
CUST10130,6,5,3,31,0,88,0.17,0,0
CUST10130,7,5,6,21,1,116,0.185,0,0
CUST10130,8,5,6,21,0,117,0.103,0,0
CUST10130,9,4,7,27,0,89,0.177,0,0
CUST10130,10,5,3,17,0,86,0.1,0,0
CUST10130,11,7,4,34,0,107,0.141,0,0
CUST10130,12,4,3,32,0,75,0.188,0,0
CUST10130,13,2,5,29,1,80,0.158,0,0
CUST10130,14,6,4,24,0,38,0.167,0,0
CUST10130,15,6,8,17,0,124,0.198,0,0
CUST10130,16,4,5,24,0,23,0.204,0,0
CUST10130,17,3,5,21,0,126,0.246,0,0
CUST10130,18,3,8,22,0,118,0.242,0,0
CUST10130,19,5,3,10,0,116,0.197,0,0
CUST10130,20,4,10,22,0,89,0.182,0,0
CUST10130,21,2,4,19,0,47,0.084,0,0
CUST10130,22,6,5,34,0,95,0.146,0,0
CUST10130,23,4,7,22,1,96,0.173,0,0
CUST10130,24,5,4,19,0,92,0.255,0,0
CUST10130,25,6,5,32,0,74,0.183,0,0
CUST10130,26,4,4,15,0,65,0.102,0,0
CUST10130,27,5,3,32,0,81,0.154,0,0
CUST10130,28,4,8,21,0,102,0.371,1,0
CUST10130,29,6,4,17,0,97,0.416,0,0
CUST10130,30,5,5,21,0,82,0.558,0,1
CUST10131,1,2,16,22,0,102,0.404,1,0
CUST10131,2,5,18,37,0,117,0.45,0,0
CUST10131,3,5,11,22,0,92,0.539,0,0
CUST10131,4,0,16,17,0,80,0.561,0,0
CUST10131,5,4,12,36,0,76,0.722,0,1
CUST10132,1,2,1,25,0,106,0.089,0,0
CUST10132,2,8,2,24,0,115,0.058,0,0
CUST10132,3,2,0,29,0,37,0.131,0,0
CUST10132,4,5,6,27,0,95,0.126,0,0
CUST10132,5,3,2,32,1,132,0.069,0,0
CUST10132,6,6,2,21,0,61,0.094,0,0
CUST10132,7,5,5,16,0,115,0.086,0,0
CUST10132,8,6,1,24,0,56,0.181,0,0
CUST10132,9,5,4,24,0,74,0.139,0,0
CUST10132,10,6,0,23,0,87,0.064,0,0
CUST10132,11,5,0,22,0,100,0.139,0,0
CUST10133,1,6,1,22,0,52,0.158,0,0
CUST10133,2,3,0,37,0,122,0.117,0,0
CUST10133,3,5,4,11,0,83,0.171,0,0
CUST10133,4,4,2,18,1,127,0.357,1,0
CUST10133,5,7,1,16,0,117,0.442,0,0
CUST10133,6,5,3,11,0,89,0.51,0,0
CUST10133,7,2,1,37,0,78,0.612,0,1
CUST10134,1,5,2,15,1,65,0.155,0,0
CUST10134,2,6,3,29,0,165,0.215,0,0
CUST10134,3,5,0,26,0,151,0.148,0,0
CUST10134,4,5,0,27,0,144,0.105,0,0
CUST10134,5,6,1,17,0,114,0.173,0,0
CUST10134,6,7,5,26,1,70,0.13,0,0
CUST10134,7,3,3,36,0,110,0.173,0,0
CUST10134,8,1,0,29,0,50,0.112,0,0
CUST10134,9,6,5,23,0,103,0.211,0,0
CUST10134,10,8,0,20,0,64,0.167,0,0
CUST10134,11,7,1,32,0,144,0.145,0,0
CUST10134,12,8,0,40,0,68,0.136,0,0
CUST10134,13,4,3,35,0,54,0.275,0,0
CUST10134,14,7,5,15,0,113,0.133,0,0
CUST10134,15,6,1,20,0,135,0.181,0,0
CUST10134,16,6,1,23,0,99,0.158,0,0
CUST10134,17,6,0,18,0,104,0.115,0,0
CUST10134,18,3,0,30,0,132,0.121,0,0
CUST10134,19,6,1,30,0,47,0.201,0,0
CUST10134,20,2,5,16,0,80,0.08,0,0
CUST10134,21,7,4,18,0,118,0.149,0,0
CUST10134,22,4,4,19,0,69,0.136,0,0
CUST10134,23,6,3,19,1,57,0.169,0,0
CUST10134,24,5,0,16,1,94,0.133,0,0
CUST10134,25,4,6,17,1,107,0.129,0,0
CUST10134,26,3,1,53,0,43,0.185,0,0
CUST10134,27,5,2,42,0,60,0.179,0,0
CUST10134,28,7,1,22,0,93,0.192,0,0
CUST10134,29,6,1,3,0,111,0.228,0,0
CUST10134,30,6,0,13,0,76,0.117,0,0
CUST10134,31,6,0,32,0,98,0.101,0,0
CUST10134,32,5,0,11,0,93,0.23,0,0
CUST10134,33,5,1,28,1,120,0.05,0,0
CUST10134,34,5,0,37,0,137,0.128,0,0
CUST10134,35,2,6,22,0,136,0.107,0,0
CUST10134,36,6,0,30,0,69,0.05,0,0
CUST10134,37,8,0,18,0,76,0.08,0,0
CUST10134,38,6,0,10,0,76,0.142,0,0
CUST10134,39,6,4,13,1,104,0.19,0,0
CUST10134,40,5,2,26,1,117,0.223,0,0
CUST10134,41,5,0,34,0,84,0.151,0,0
CUST10134,42,4,5,37,0,59,0.15,0,0
CUST10134,43,4,9,29,0,113,0.13,0,0
CUST10134,44,6,4,17,1,83,0.179,0,0
CUST10134,45,3,3,28,0,90,0.203,0,0
CUST10134,46,5,1,18,0,150,0.102,0,0
CUST10134,47,4,1,13,0,94,0.175,0,0
CUST10134,48,5,5,25,1,73,0.228,0,0
CUST10134,49,2,2,37,0,122,0.121,0,0
CUST10134,50,4,2,16,0,77,0.156,0,0
CUST10134,51,3,1,10,0,115,0.281,0,0
CUST10134,52,5,4,30,0,142,0.075,0,0
CUST10135,1,3,6,34,0,84,0.233,0,0
CUST10135,2,7,6,35,0,65,0.153,0,0
CUST10135,3,7,7,15,0,103,0.217,0,0
CUST10135,4,5,4,15,0,79,0.116,0,0
CUST10135,5,3,2,33,0,102,0.152,0,0
CUST10135,6,5,7,26,0,68,0.119,0,0
CUST10135,7,5,3,26,0,129,0.128,0,0
CUST10135,8,4,3,30,0,116,0.239,0,0
CUST10135,9,5,3,24,0,68,0.201,0,0
CUST10135,10,6,4,14,0,121,0.091,0,0
CUST10135,11,4,7,36,0,100,0.188,0,0
CUST10135,12,5,6,23,1,112,0.188,0,0
CUST10135,13,7,6,27,0,135,0.152,0,0
CUST10135,14,7,6,27,1,130,0.151,0,0
CUST10135,15,6,7,25,0,117,0.214,0,0
CUST10135,16,6,2,44,0,128,0.091,0,0
CUST10136,1,6,1,26,0,161,0.101,0,0
CUST10136,2,2,0,26,0,184,0.112,0,0
CUST10136,3,3,4,28,0,113,0.107,0,0
CUST10136,4,6,0,34,0,64,0.207,0,0
CUST10136,5,5,2,35,0,90,0.163,0,0
CUST10136,6,6,0,27,0,80,0.148,0,0
CUST10136,7,5,1,36,0,85,0.172,0,0
CUST10136,8,6,3,28,0,128,0.127,0,0
CUST10136,9,2,7,34,0,100,0.167,0,0
CUST10136,10,6,5,33,0,128,0.259,0,0
CUST10136,11,5,3,39,0,72,0.237,0,0
CUST10136,12,7,4,29,0,117,0.162,0,0
CUST10136,13,3,1,31,0,106,0.169,0,0
CUST10136,14,4,2,31,0,130,0.169,0,0
CUST10136,15,5,0,31,0,74,0.136,0,0
CUST10136,16,5,2,8,0,86,0.188,0,0
CUST10136,17,6,0,22,0,120,0.139,0,0
CUST10136,18,8,2,26,0,91,0.146,0,0
CUST10136,19,5,0,23,0,61,0.072,0,0
CUST10136,20,5,5,28,0,67,0.118,0,0
CUST10136,21,6,6,36,0,110,0.198,0,0
CUST10136,22,2,2,26,0,85,0.09,0,0
CUST10136,23,6,1,41,0,81,0.186,0,0
CUST10136,24,5,1,32,0,48,0.157,0,0
CUST10136,25,7,3,36,0,34,0.136,0,0
CUST10136,26,8,0,19,0,63,0.189,0,0
CUST10136,27,9,4,32,0,121,0.085,0,0
CUST10136,28,3,4,22,0,130,0.114,0,0
CUST10136,29,5,1,21,0,85,0.061,0,0
CUST10136,30,4,3,34,0,94,0.13,0,0
CUST10136,31,5,1,17,0,92,0.118,0,0
CUST10136,32,6,0,26,0,114,0.091,0,0
CUST10136,33,5,5,35,0,64,0.189,0,0
CUST10136,34,4,4,22,0,77,0.109,0,0
CUST10136,35,8,3,29,1,76,0.141,0,0
CUST10136,36,5,6,25,0,118,0.13,0,0
CUST10136,37,4,3,35,0,111,0.05,0,0
CUST10137,1,2,5,23,0,94,0.152,0,0
CUST10137,2,7,3,25,0,57,0.119,0,0
CUST10137,3,3,4,12,0,115,0.157,0,0
CUST10137,4,5,4,27,0,137,0.13,0,0
CUST10137,5,5,3,43,1,90,0.137,0,0
CUST10137,6,5,10,33,0,98,0.226,0,0
CUST10137,7,6,0,18,0,104,0.079,0,0
CUST10137,8,3,10,29,0,109,0.125,0,0
CUST10137,9,7,7,26,0,112,0.144,0,0
CUST10137,10,3,3,23,0,60,0.122,0,0
CUST10137,11,3,6,34,1,38,0.189,0,0
CUST10137,12,5,3,21,0,87,0.128,0,0
CUST10137,13,6,4,32,0,115,0.109,0,0
CUST10137,14,4,2,42,1,87,0.22,0,0
CUST10137,15,4,4,19,0,99,0.169,0,0
CUST10137,16,6,5,35,0,112,0.217,0,0
CUST10137,17,4,5,20,0,93,0.398,1,0
CUST10137,18,5,3,30,1,57,0.425,0,0
CUST10137,19,3,4,31,0,110,0.549,0,0
CUST10137,20,3,4,12,0,68,0.635,0,1
CUST10138,1,5,3,26,0,117,0.224,0,0
CUST10138,2,4,2,24,0,126,0.192,0,0
CUST10138,3,4,2,18,0,119,0.228,0,0
CUST10138,4,8,3,35,1,115,0.194,0,0
CUST10138,5,3,1,7,0,91,0.207,0,0
CUST10138,6,4,0,29,0,96,0.07,0,0
CUST10138,7,5,3,34,0,158,0.113,0,0
CUST10138,8,5,2,17,0,133,0.112,0,0
CUST10138,9,1,3,30,0,98,0.055,0,0
CUST10138,10,4,1,10,0,73,0.146,0,0
CUST10138,11,5,0,10,0,118,0.142,0,0
CUST10138,12,5,2,25,0,64,0.076,0,0
CUST10138,13,4,0,36,0,107,0.09,0,0
CUST10138,14,4,7,34,1,92,0.12,0,0
CUST10138,15,5,2,21,0,100,0.177,0,0
CUST10138,16,6,0,38,0,109,0.062,0,0
CUST10138,17,7,4,47,0,104,0.169,0,0
CUST10138,18,2,5,6,0,136,0.194,0,0
CUST10138,19,5,3,15,0,103,0.09,0,0
CUST10138,20,4,6,20,0,136,0.162,0,0
CUST10138,21,3,0,29,0,55,0.392,1,0
CUST10138,22,2,4,27,0,103,0.467,0,0
CUST10138,23,4,0,31,0,59,0.516,0,0
CUST10138,24,2,0,21,0,41,0.585,0,0
CUST10138,25,2,2,17,1,86,0.722,0,1
CUST10139,1,4,2,44,0,159,0.141,0,0
CUST10139,2,7,2,13,0,82,0.062,0,0
CUST10139,3,5,0,16,1,111,0.159,0,0
CUST10139,4,5,1,32,0,97,0.156,0,0
CUST10139,5,7,1,27,0,143,0.193,0,0
CUST10139,6,2,0,19,0,83,0.199,0,0
CUST10139,7,8,2,29,0,61,0.109,0,0
CUST10139,8,5,3,25,0,107,0.154,0,0
CUST10139,9,6,0,20,0,109,0.06,0,0
CUST10139,10,5,2,12,1,98,0.212,0,0
CUST10139,11,5,0,48,0,135,0.159,0,0
CUST10139,12,4,4,30,0,77,0.129,0,0
CUST10139,13,5,0,27,0,82,0.124,0,0
CUST10139,14,7,1,14,0,143,0.159,0,0
CUST10139,15,4,2,18,0,103,0.138,0,0
CUST10139,16,6,2,26,0,136,0.212,0,0
CUST10139,17,5,3,24,0,80,0.164,0,0
CUST10139,18,5,1,35,0,72,0.157,0,0
CUST10139,19,5,0,30,0,67,0.218,0,0
CUST10139,20,5,2,32,1,106,0.159,0,0
CUST10139,21,3,2,39,0,113,0.187,0,0
CUST10139,22,3,3,24,0,69,0.155,0,0
CUST10139,23,4,0,17,0,39,0.161,0,0
CUST10139,24,3,2,36,0,76,0.166,0,0
CUST10139,25,7,0,27,0,56,0.142,0,0
CUST10139,26,5,2,19,0,78,0.257,0,0
CUST10139,27,6,2,26,0,108,0.067,0,0
CUST10139,28,8,4,23,0,91,0.168,0,0
CUST10139,29,5,2,41,0,111,0.252,0,0
CUST10139,30,2,0,25,0,52,0.105,0,0
CUST10139,31,5,1,24,0,71,0.128,0,0
CUST10139,32,6,2,11,0,121,0.179,0,0
CUST10139,33,6,1,4,0,106,0.115,0,0
CUST10139,34,2,3,37,0,50,0.084,0,0
CUST10139,35,5,2,22,1,144,0.142,0,0
CUST10139,36,7,3,30,0,77,0.089,0,0
CUST10139,37,2,2,30,0,137,0.129,0,0
CUST10139,38,5,3,25,0,66,0.076,0,0
CUST10139,39,4,1,38,0,80,0.195,0,0
CUST10139,40,4,3,28,0,110,0.121,0,0
CUST10139,41,4,3,21,0,137,0.18,0,0
CUST10139,42,6,1,38,0,107,0.203,0,0
CUST10139,43,7,5,37,0,104,0.143,0,0
CUST10139,44,5,3,21,0,68,0.198,0,0
CUST10139,45,4,0,10,0,93,0.117,0,0
CUST10139,46,4,0,30,0,95,0.205,0,0
CUST10139,47,4,0,18,0,60,0.178,0,0
CUST10139,48,4,1,37,0,121,0.167,0,0
CUST10139,49,6,2,37,0,117,0.159,0,0
CUST10139,50,6,2,27,0,83,0.203,0,0
CUST10140,1,5,6,24,1,91,0.141,0,0
CUST10140,2,5,7,28,0,87,0.155,0,0
CUST10140,3,7,8,42,0,97,0.122,0,0
CUST10140,4,6,5,9,1,91,0.183,0,0
CUST10140,5,6,5,24,0,136,0.149,0,0
CUST10140,6,5,5,21,0,121,0.1,0,0
CUST10140,7,6,3,34,0,90,0.099,0,0
CUST10140,8,7,5,23,0,93,0.15,0,0
CUST10140,9,8,3,33,0,66,0.182,0,0
CUST10140,10,5,3,28,0,100,0.129,0,0
CUST10140,11,6,5,22,0,72,0.168,0,0
