customer_id,plan,industry,monthly_revenue,signup_date,tenure_weeks,support_tickets_total,nps_score,feature_adoption_rate,churned,churn_week,warning_week
CUST10353,pro,healthtech,7999,2023-04-27,51,10,1,0.76,False,,
CUST10354,pro,saas,7999,2023-05-10,30,1,5,0.2,False,,
CUST10355,growth,saas,2999,2023-05-04,45,9,8,0.68,False,,
CUST10356,starter,ecommerce,999,2023-06-16,25,7,1,0.94,True,25.0,22.0
CUST10357,growth,ecommerce,2999,2023-03-20,49,1,8,0.11,False,,
CUST10358,growth,fintech,2999,2023-01-04,42,7,2,0.76,False,,
CUST10359,pro,ecommerce,7999,2023-04-01,22,1,4,0.72,False,,
CUST10360,pro,logistics,7999,2023-05-14,16,9,10,0.67,True,16.0,13.0
CUST10361,growth,logistics,2999,2023-06-05,31,8,2,0.12,False,,
CUST10362,growth,saas,2999,2023-02-28,16,3,8,0.63,False,,
CUST10363,growth,logistics,2999,2023-05-15,41,9,4,0.68,False,,
CUST10364,growth,saas,2999,2023-04-07,13,6,4,0.45,False,,
CUST10365,starter,fintech,999,2023-04-21,16,8,8,0.54,True,16.0,13.0
CUST10366,pro,edtech,7999,2023-02-07,49,6,2,0.25,False,,
CUST10367,growth,logistics,2999,2023-05-18,44,3,3,0.45,False,,
CUST10368,enterprise,logistics,19999,2023-06-09,38,8,1,0.32,False,,
CUST10369,pro,fintech,7999,2023-01-26,15,7,9,0.16,False,,
CUST10370,starter,fintech,999,2023-05-27,15,1,9,0.51,False,,
CUST10371,starter,healthtech,999,2023-01-23,46,2,8,0.17,True,46.0,43.0
CUST10372,starter,fintech,999,2023-02-25,22,3,9,0.6,False,,
CUST10373,growth,saas,2999,2023-03-14,9,10,3,0.22,True,9.0,7.0
CUST10374,starter,fintech,999,2023-01-28,11,3,4,0.64,False,,
CUST10375,growth,ecommerce,2999,2023-03-20,7,1,6,0.53,True,7.0,4.0
CUST10376,starter,ecommerce,999,2023-04-13,34,7,1,0.4,True,34.0,30.0
CUST10377,growth,saas,2999,2023-04-09,5,5,9,0.15,False,,
CUST10378,growth,logistics,2999,2023-06-11,22,7,9,0.88,True,22.0,19.0
CUST10379,growth,ecommerce,2999,2023-02-01,34,8,10,0.94,True,34.0,30.0
CUST10380,pro,edtech,7999,2023-05-15,7,6,2,0.21,False,,
CUST10381,starter,saas,999,2023-03-16,32,8,7,0.84,True,32.0,29.0
CUST10382,starter,ecommerce,999,2023-01-04,14,8,4,0.1,False,,
CUST10383,starter,saas,999,2023-05-09,21,0,10,0.73,False,,
CUST10384,growth,fintech,2999,2023-04-14,29,4,7,0.15,False,,
CUST10385,pro,logistics,7999,2023-01-29,11,7,5,0.91,True,11.0,7.0
CUST10386,starter,saas,999,2023-01-30,26,9,6,0.88,True,26.0,24.0
CUST10387,starter,saas,999,2023-01-13,31,9,3,0.18,False,,
CUST10388,pro,healthtech,7999,2023-01-21,12,2,7,0.22,False,,
CUST10389,starter,healthtech,999,2023-04-21,28,6,3,0.66,False,,
CUST10390,starter,saas,999,2023-03-28,40,6,2,0.13,True,40.0,38.0
CUST10391,growth,logistics,2999,2023-05-08,6,1,5,0.82,False,,
CUST10392,starter,healthtech,999,2023-06-15,13,4,3,0.69,False,,
CUST10393,growth,healthtech,2999,2023-03-09,36,7,6,0.7,False,,
CUST10394,growth,ecommerce,2999,2023-01-05,34,8,10,0.68,False,,
CUST10395,enterprise,edtech,19999,2023-01-02,38,6,2,0.11,True,38.0,34.0
CUST10396,starter,healthtech,999,2023-04-08,12,7,10,0.11,True,12.0,8.0
CUST10397,growth,ecommerce,2999,2023-01-18,4,6,1,0.13,True,4.0,1.0
CUST10398,growth,ecommerce,2999,2023-06-03,43,1,7,0.34,False,,
CUST10399,starter,fintech,999,2023-02-17,48,5,3,0.5,False,,
CUST10400,pro,logistics,7999,2023-01-14,36,0,2,0.42,False,,
CUST10401,pro,healthtech,7999,2023-02-04,29,2,10,0.58,True,29.0,26.0
CUST10402,growth,saas,2999,2023-04-11,9,3,10,0.66,False,,
CUST10403,starter,saas,999,2023-01-14,19,4,6,0.67,False,,
CUST10404,starter,saas,999,2023-02-22,17,10,6,0.85,False,,
CUST10405,starter,fintech,999,2023-05-14,45,4,1,0.28,False,,
CUST10406,pro,saas,7999,2023-02-28,46,3,9,0.15,False,,
CUST10407,pro,edtech,7999,2023-01-02,18,2,8,0.3,False,,
CUST10408,starter,healthtech,999,2023-02-11,26,5,7,0.42,True,26.0,22.0
CUST10409,growth,fintech,2999,2023-03-27,52,8,4,0.67,False,,
CUST10410,pro,fintech,7999,2023-06-23,11,6,3,0.37,False,,
CUST10411,starter,edtech,999,2023-06-25,42,2,1,0.71,True,42.0,40.0
CUST10412,starter,healthtech,999,2023-06-06,29,10,5,0.87,True,29.0,25.0
CUST10413,pro,healthtech,7999,2023-02-27,13,0,8,0.64,False,,
CUST10414,enterprise,saas,19999,2023-04-25,49,9,5,0.13,False,,
CUST10415,starter,fintech,999,2023-03-18,29,5,4,0.56,False,,
CUST10416,enterprise,saas,19999,2023-04-09,19,4,1,0.99,False,,
CUST10417,starter,fintech,999,2023-06-22,48,7,6,0.33,True,48.0,45.0
CUST10418,starter,fintech,999,2023-02-12,24,3,8,0.12,False,,
CUST10419,starter,healthtech,999,2023-01-06,24,9,9,0.77,False,,
CUST10420,enterprise,ecommerce,19999,2023-02-22,29,2,10,0.49,False,,
CUST10421,starter,logistics,999,2023-05-20,36,1,5,0.66,False,,
CUST10422,starter,saas,999,2023-02-09,16,5,8,0.95,False,,
CUST10423,starter,fintech,999,2023-01-24,49,3,2,0.69,False,,
CUST10424,starter,logistics,999,2023-02-09,29,7,8,0.96,False,,
CUST10425,growth,saas,2999,2023-02-14,16,3,5,0.18,True,16.0,14.0
CUST10426,starter,saas,999,2023-01-24,20,5,7,0.76,False,,
CUST10427,starter,edtech,999,2023-06-16,52,2,2,0.97,False,,
CUST10428,growth,ecommerce,2999,2023-01-04,30,0,5,0.34,True,30.0,27.0
CUST10429,starter,fintech,999,2023-01-19,46,6,6,0.52,False,,
CUST10430,starter,edtech,999,2023-04-06,41,1,6,0.73,False,,
CUST10431,pro,saas,7999,2023-04-24,27,0,2,0.25,False,,
CUST10432,starter,edtech,999,2023-05-29,10,7,10,0.61,False,,
CUST10433,pro,logistics,7999,2023-03-07,22,10,1,0.81,False,,
CUST10434,growth,fintech,2999,2023-04-11,44,0,10,0.98,False,,
CUST10435,growth,saas,2999,2023-01-09,17,2,10,0.75,True,17.0,15.0
CUST10436,starter,edtech,999,2023-03-04,39,10,9,0.12,True,39.0,37.0
CUST10437,starter,ecommerce,999,2023-05-26,38,8,3,0.97,False,,
CUST10438,starter,edtech,999,2023-05-19,7,6,1,0.93,False,,
CUST10439,starter,healthtech,999,2023-04-28,14,1,5,0.73,False,,
CUST10440,starter,logistics,999,2023-01-30,24,1,2,0.71,True,24.0,22.0
CUST10441,starter,fintech,999,2023-03-22,13,10,1,0.68,False,,
CUST10442,growth,fintech,2999,2023-01-03,46,2,6,0.37,False,,
CUST10443,growth,healthtech,2999,2023-06-22,52,6,2,0.23,False,,
CUST10444,growth,ecommerce,2999,2023-03-29,30,7,8,0.71,True,30.0,28.0
CUST10445,enterprise,ecommerce,19999,2023-05-31,20,7,4,0.78,False,,
CUST10446,enterprise,edtech,19999,2023-01-13,41,8,8,0.35,False,,
CUST10447,pro,fintech,7999,2023-02-11,14,7,8,0.54,True,14.0,10.0
CUST10448,growth,ecommerce,2999,2023-01-18,51,0,6,0.18,False,,
CUST10449,enterprise,logistics,19999,2023-02-22,28,2,2,0.56,True,28.0,25.0
CUST10450,pro,healthtech,7999,2023-03-11,16,2,5,0.23,False,,
CUST10451,enterprise,healthtech,19999,2023-03-18,21,7,6,0.3,False,,
CUST10452,starter,ecommerce,999,2023-02-09,46,3,9,0.83,True,46.0,42.0
CUST10453,starter,ecommerce,999,2023-01-09,18,5,8,0.64,False,,
CUST10454,enterprise,edtech,19999,2023-04-05,19,5,4,0.29,False,,
CUST10455,pro,fintech,7999,2023-05-23,13,1,9,0.64,False,,
CUST10456,starter,edtech,999,2023-02-12,5,6,9,0.6,False,,
CUST10457,starter,saas,999,2023-06-14,49,5,7,0.79,True,49.0,46.0
CUST10458,growth,saas,2999,2023-06-21,9,7,2,0.5,True,9.0,6.0
CUST10459,starter,fintech,999,2023-05-13,9,9,5,0.78,False,,
CUST10460,pro,healthtech,7999,2023-01-21,22,1,4,0.15,False,,
CUST10461,growth,fintech,2999,2023-06-23,19,0,4,0.69,False,,
CUST10462,starter,ecommerce,999,2023-01-27,5,9,6,0.52,True,5.0,2.0
CUST10463,pro,healthtech,7999,2023-06-23,46,7,4,0.3,False,,
CUST10464,growth,saas,2999,2023-03-24,13,4,1,0.98,True,13.0,9.0
CUST10465,pro,saas,7999,2023-04-28,37,3,10,0.52,True,37.0,34.0
CUST10466,starter,healthtech,999,2023-04-21,5,0,6,0.25,False,,
CUST10467,enterprise,healthtech,19999,2023-02-17,20,9,9,0.23,True,20.0,18.0
CUST10468,pro,edtech,7999,2023-02-19,39,2,6,0.18,False,,
CUST10469,growth,ecommerce,2999,2023-05-06,37,0,8,0.93,True,37.0,35.0
CUST10470,growth,edtech,2999,2023-01-22,44,10,3,0.39,False,,
CUST10471,starter,ecommerce,999,2023-03-20,25,7,2,0.21,False,,
CUST10472,growth,healthtech,2999,2023-04-28,19,10,6,0.24,False,,
CUST10473,starter,ecommerce,999,2023-01-08,37,7,10,0.72,True,37.0,35.0
CUST10474,growth,saas,2999,2023-04-15,7,7,6,0.11,True,7.0,3.0
CUST10475,growth,ecommerce,2999,2023-04-08,16,3,3,0.2,True,16.0,14.0
CUST10476,growth,healthtech,2999,2023-01-30,40,5,3,0.95,False,,
CUST10477,starter,logistics,999,2023-05-30,15,9,6,0.71,False,,
CUST10478,enterprise,edtech,19999,2023-04-21,37,10,2,0.66,True,37.0,33.0
CUST10479,pro,logistics,7999,2023-05-04,50,1,1,0.48,False,,
CUST10480,starter,edtech,999,2023-01-09,8,4,2,0.11,True,8.0,6.0
CUST10481,growth,ecommerce,2999,2023-05-24,5,4,4,0.19,False,,
CUST10482,enterprise,logistics,19999,2023-04-24,24,6,2,0.99,False,,
CUST10483,pro,logistics,7999,2023-04-16,49,5,6,0.69,True,49.0,45.0
CUST10484,pro,fintech,7999,2023-02-28,42,3,9,0.93,False,,
CUST10485,starter,fintech,999,2023-05-10,37,4,7,0.77,True,37.0,35.0
CUST10486,growth,healthtech,2999,2023-01-15,19,5,3,0.79,True,19.0,17.0
CUST10487,starter,fintech,999,2023-04-25,10,8,9,0.52,False,,
CUST10488,growth,edtech,2999,2023-06-03,8,9,9,0.71,True,8.0,5.0
CUST10489,pro,fintech,7999,2023-03-19,9,0,7,0.63,False,,
CUST10490,starter,ecommerce,999,2023-03-08,15,5,3,0.77,True,15.0,11.0
CUST10491,pro,edtech,7999,2023-01-27,30,9,9,0.88,True,30.0,26.0
CUST10492,starter,logistics,999,2023-04-09,11,2,3,0.89,True,11.0,9.0
CUST10493,starter,healthtech,999,2023-01-08,25,4,2,0.58,False,,
CUST10494,growth,ecommerce,2999,2023-03-07,39,7,7,0.52,False,,
CUST10495,growth,ecommerce,2999,2023-06-23,46,6,1,0.58,True,46.0,44.0
CUST10496,pro,healthtech,7999,2023-06-03,5,1,4,0.35,False,,
CUST10497,pro,ecommerce,7999,2023-05-26,41,5,1,0.85,False,,
CUST10498,starter,ecommerce,999,2023-02-17,34,8,6,0.99,True,34.0,30.0
CUST10499,pro,saas,7999,2023-06-20,11,0,4,0.35,False,,
CUST10500,pro,saas,7999,2023-03-09,6,2,10,0.17,False,,
CUST10501,pro,healthtech,7999,2023-06-06,46,1,10,0.13,False,,
CUST10502,starter,fintech,999,2023-06-24,6,9,1,0.97,False,,
CUST10503,growth,logistics,2999,2023-06-13,44,8,5,0.75,False,,
CUST10504,starter,fintech,999,2023-01-09,51,0,1,0.73,True,51.0,48.0
CUST10505,growth,edtech,2999,2023-01-08,9,0,10,0.45,False,,
CUST10506,growth,logistics,2999,2023-04-03,22,7,2,0.99,False,,
CUST10507,enterprise,healthtech,19999,2023-05-15,27,10,6,0.26,False,,
CUST10508,growth,saas,2999,2023-01-19,6,10,9,0.49,True,6.0,2.0
CUST10509,pro,edtech,7999,2023-03-20,23,4,5,0.37,False,,
CUST10510,starter,edtech,999,2023-01-18,40,8,6,0.57,False,,
CUST10511,pro,logistics,7999,2023-02-20,23,4,2,0.91,False,,
CUST10512,starter,saas,999,2023-02-25,5,5,4,0.32,True,5.0,3.0
CUST10513,starter,fintech,999,2023-02-20,50,1,2,0.87,True,50.0,46.0
CUST10514,starter,saas,999,2023-05-29,46,9,9,0.24,False,,
CUST10515,growth,ecommerce,2999,2023-01-21,43,3,6,0.31,False,,
CUST10516,starter,edtech,999,2023-02-21,10,0,5,0.63,True,10.0,8.0
CUST10517,starter,fintech,999,2023-01-13,48,0,4,0.15,False,,
CUST10518,growth,logistics,2999,2023-04-09,14,8,3,0.73,True,14.0,10.0
CUST10519,growth,ecommerce,2999,2023-01-16,48,7,5,0.78,True,48.0,44.0
CUST10520,enterprise,saas,19999,2023-03-16,52,5,7,0.43,False,,
CUST10521,enterprise,healthtech,19999,2023-05-24,39,1,7,0.77,False,,
CUST10522,starter,edtech,999,2023-03-27,31,6,5,0.93,True,31.0,29.0
CUST10523,starter,ecommerce,999,2023-06-21,22,4,1,0.35,True,22.0,18.0
CUST10524,enterprise,edtech,19999,2023-01-13,28,5,6,0.67,False,,
CUST10525,growth,fintech,2999,2023-06-17,28,1,9,0.98,False,,
CUST10526,starter,healthtech,999,2023-01-12,15,9,3,0.16,True,15.0,12.0
CUST10527,growth,logistics,2999,2023-04-09,51,8,7,0.61,True,51.0,47.0
CUST10528,growth,saas,2999,2023-01-25,15,8,3,0.88,False,,
CUST10529,growth,healthtech,2999,2023-01-03,9,0,10,0.8,False,,
CUST10530,starter,fintech,999,2023-02-05,35,2,6,0.34,True,35.0,33.0
CUST10531,starter,fintech,999,2023-03-22,11,0,6,0.1,False,,
CUST10532,pro,healthtech,7999,2023-01-01,24,3,8,0.45,False,,
CUST10533,enterprise,fintech,19999,2023-05-05,31,9,4,0.24,False,,
CUST10534,starter,saas,999,2023-02-27,11,4,2,0.76,False,,
CUST10535,starter,logistics,999,2023-06-29,41,6,6,0.7,False,,
CUST10536,starter,ecommerce,999,2023-03-16,22,3,6,0.82,False,,
CUST10537,starter,saas,999,2023-06-10,44,7,7,0.11,True,44.0,41.0
CUST10538,pro,edtech,7999,2023-05-07,52,6,3,0.59,False,,
CUST10539,starter,healthtech,999,2023-01-31,17,2,7,0.23,False,,
CUST10540,starter,logistics,999,2023-04-18,19,4,9,0.65,False,,
CUST10541,starter,logistics,999,2023-04-02,15,1,6,0.94,True,15.0,11.0
CUST10542,growth,ecommerce,2999,2023-06-22,34,3,2,0.34,True,34.0,31.0
CUST10543,starter,edtech,999,2023-02-06,24,0,1,0.76,False,,
CUST10544,pro,saas,7999,2023-03-08,36,7,6,0.49,False,,
CUST10545,starter,fintech,999,2023-05-23,4,2,9,0.13,False,,
CUST10546,starter,fintech,999,2023-01-02,26,9,6,0.86,False,,
CUST10547,pro,ecommerce,7999,2023-05-14,13,7,8,0.59,False,,
CUST10548,growth,saas,2999,2023-04-17,44,4,4,0.63,False,,
CUST10549,growth,saas,2999,2023-06-03,19,3,7,0.55,False,,
CUST10550,starter,edtech,999,2023-06-14,51,2,6,0.93,False,,
CUST10551,starter,saas,999,2023-06-11,15,5,7,0.83,True,15.0,13.0
CUST10552,growth,fintech,2999,2023-03-01,51,0,4,0.81,False,,
CUST10553,starter,edtech,999,2023-06-09,8,8,2,0.73,True,8.0,6.0
CUST10554,growth,edtech,2999,2023-03-20,19,4,8,0.76,False,,
CUST10555,pro,fintech,7999,2023-03-27,28,7,8,0.26,False,,
CUST10556,starter,logistics,999,2023-01-10,32,2,8,0.42,True,32.0,29.0
CUST10557,starter,logistics,999,2023-04-02,50,9,6,0.81,False,,
CUST10558,enterprise,healthtech,19999,2023-06-30,8,4,2,0.33,False,,
CUST10559,starter,logistics,999,2023-01-15,38,1,6,0.93,True,38.0,36.0
CUST10560,starter,fintech,999,2023-02-22,41,10,9,0.58,True,41.0,39.0
CUST10561,enterprise,healthtech,19999,2023-02-27,29,2,1,0.52,False,,
CUST10562,growth,saas,2999,2023-01-31,8,3,3,0.64,True,8.0,6.0
CUST10563,pro,healthtech,7999,2023-05-21,11,5,2,0.31,False,,
CUST10564,pro,saas,7999,2023-01-12,47,1,5,0.34,True,47.0,43.0
CUST10565,starter,edtech,999,2023-06-25,11,9,1,0.52,False,,
CUST10566,pro,saas,7999,2023-03-04,7,4,4,1.0,False,,
CUST10567,growth,saas,2999,2023-06-05,13,2,7,0.59,False,,
CUST10568,starter,logistics,999,2023-02-26,37,2,3,0.62,False,,
CUST10569,enterprise,edtech,19999,2023-02-25,37,3,8,0.16,False,,
CUST10570,starter,fintech,999,2023-02-23,6,3,6,0.45,False,,
CUST10571,growth,saas,2999,2023-06-07,10,6,7,0.35,True,10.0,7.0
CUST10572,starter,logistics,999,2023-02-20,12,2,8,0.7,False,,
CUST10573,starter,edtech,999,2023-03-22,5,0,1,0.98,False,,
CUST10574,growth,logistics,2999,2023-04-14,10,6,1,0.75,True,10.0,7.0
CUST10575,starter,edtech,999,2023-01-31,24,8,3,0.93,False,,
CUST10576,enterprise,logistics,19999,2023-03-07,51,7,10,0.44,False,,
CUST10577,starter,fintech,999,2023-04-24,38,1,9,0.28,False,,
CUST10578,starter,ecommerce,999,2023-06-22,19,0,8,0.37,False,,
CUST10579,pro,fintech,7999,2023-04-16,4,0,6,0.5,False,,
CUST10580,growth,logistics,2999,2023-04-30,11,10,2,0.4,False,,
CUST10581,growth,saas,2999,2023-06-21,15,6,4,0.64,False,,
CUST10582,starter,healthtech,999,2023-04-01,40,4,8,0.34,True,40.0,37.0
CUST10583,starter,edtech,999,2023-03-25,24,7,10,0.98,True,24.0,22.0
CUST10584,growth,healthtech,2999,2023-05-30,44,4,1,0.12,True,44.0,41.0
CUST10585,starter,healthtech,999,2023-05-05,30,8,10,0.67,True,30.0,28.0
CUST10586,starter,logistics,999,2023-01-02,20,9,7,0.17,True,20.0,17.0
CUST10587,starter,healthtech,999,2023-02-12,7,7,1,0.78,True,7.0,4.0
CUST10588,growth,edtech,2999,2023-02-16,49,7,1,0.87,True,49.0,47.0
CUST10589,growth,logistics,2999,2023-05-26,10,4,8,0.91,False,,
CUST10590,pro,ecommerce,7999,2023-02-08,40,2,5,0.89,False,,
CUST10591,starter,healthtech,999,2023-06-20,16,1,2,0.66,True,16.0,13.0
CUST10592,pro,logistics,7999,2023-03-13,44,5,1,0.93,False,,
CUST10593,pro,fintech,7999,2023-03-17,19,0,1,0.78,False,,
CUST10594,starter,fintech,999,2023-01-07,16,4,6,0.36,True,16.0,12.0
CUST10595,enterprise,logistics,19999,2023-01-24,17,10,10,0.34,False,,
CUST10596,growth,logistics,2999,2023-06-07,22,4,7,0.15,True,22.0,19.0
CUST10597,pro,ecommerce,7999,2023-04-28,42,10,7,0.91,False,,
CUST10598,starter,ecommerce,999,2023-03-30,44,9,9,0.61,True,44.0,42.0
CUST10599,starter,logistics,999,2023-05-12,50,4,6,0.92,True,50.0,48.0
CUST10600,starter,edtech,999,2023-01-30,47,9,8,0.48,False,,
CUST10601,starter,logistics,999,2023-02-26,36,9,1,0.67,True,36.0,33.0
CUST10602,growth,logistics,2999,2023-02-24,44,5,4,0.36,True,44.0,40.0
CUST10603,growth,edtech,2999,2023-02-14,24,1,8,0.38,False,,
CUST10604,starter,logistics,999,2023-06-03,23,10,10,0.88,False,,
CUST10605,growth,edtech,2999,2023-05-02,40,9,5,0.37,False,,
CUST10606,starter,logistics,999,2023-03-12,23,2,8,0.38,False,,
CUST10607,starter,fintech,999,2023-05-21,11,1,6,0.52,False,,
CUST10608,starter,logistics,999,2023-05-02,17,9,8,0.69,False,,
CUST10609,growth,healthtech,2999,2023-06-01,45,5,4,0.17,False,,
CUST10610,starter,healthtech,999,2023-05-19,25,4,3,0.65,False,,
CUST10611,starter,saas,999,2023-03-20,16,1,7,0.47,False,,
CUST10612,enterprise,healthtech,19999,2023-03-05,48,6,8,0.32,False,,
CUST10613,growth,healthtech,2999,2023-04-22,43,1,10,0.21,False,,
CUST10614,starter,fintech,999,2023-04-26,44,0,9,0.74,False,,
CUST10615,enterprise,fintech,19999,2023-03-28,9,2,8,0.45,False,,
CUST10616,starter,ecommerce,999,2023-04-28,23,6,9,0.5,True,23.0,20.0
CUST10617,growth,fintech,2999,2023-02-15,49,8,4,0.32,False,,
CUST10618,enterprise,saas,19999,2023-02-26,10,5,8,0.37,False,,
CUST10619,starter,healthtech,999,2023-01-27,25,5,3,0.28,False,,
CUST10620,growth,fintech,2999,2023-02-28,51,4,4,0.75,False,,
CUST10621,starter,edtech,999,2023-06-11,32,6,7,1.0,False,,
CUST10622,starter,ecommerce,999,2023-02-06,42,9,5,0.79,False,,
CUST10623,growth,edtech,2999,2023-05-11,7,7,7,0.31,True,7.0,3.0
CUST10624,enterprise,logistics,19999,2023-01-24,47,8,9,0.22,False,,
CUST10625,starter,saas,999,2023-03-20,52,8,5,0.32,True,52.0,49.0
CUST10626,starter,edtech,999,2023-04-17,23,3,2,0.39,True,23.0,19.0
CUST10627,growth,saas,2999,2023-04-17,24,5,6,0.68,True,24.0,21.0
CUST10628,starter,fintech,999,2023-02-10,42,8,5,0.48,False,,
CUST10629,growth,edtech,2999,2023-01-06,46,7,5,0.29,True,46.0,42.0
CUST10630,enterprise,healthtech,19999,2023-04-15,13,0,3,0.3,False,,
CUST10631,enterprise,edtech,19999,2023-03-14,6,5,4,0.36,True,6.0,4.0
CUST10632,starter,logistics,999,2023-06-28,33,3,6,0.22,True,33.0,30.0
CUST10633,growth,healthtech,2999,2023-02-21,20,7,4,0.93,False,,
CUST10634,growth,ecommerce,2999,2023-02-26,26,3,3,0.39,False,,
CUST10635,growth,logistics,2999,2023-05-20,23,4,10,0.97,False,,
CUST10636,starter,ecommerce,999,2023-05-20,42,4,5,0.67,False,,
CUST10637,starter,logistics,999,2023-01-22,52,9,8,0.21,False,,
CUST10638,starter,ecommerce,999,2023-02-16,12,8,2,0.98,True,12.0,8.0
CUST10639,enterprise,saas,19999,2023-06-30,41,3,1,0.45,False,,
CUST10640,growth,saas,2999,2023-03-08,23,1,2,0.2,False,,
CUST10641,pro,fintech,7999,2023-04-12,20,7,4,0.78,False,,
CUST10642,pro,edtech,7999,2023-01-23,33,1,3,0.48,False,,
CUST10643,pro,ecommerce,7999,2023-04-18,44,0,8,0.3,False,,
CUST10644,starter,healthtech,999,2023-02-13,23,4,7,0.51,False,,
CUST10645,growth,fintech,2999,2023-05-16,6,1,9,0.74,False,,
CUST10646,growth,healthtech,2999,2023-02-14,27,2,4,0.43,False,,
CUST10647,starter,saas,999,2023-06-23,10,9,8,0.95,True,10.0,8.0
CUST10648,growth,ecommerce,2999,2023-04-23,32,9,4,0.92,True,32.0,28.0
CUST10649,starter,healthtech,999,2023-01-23,28,8,4,0.18,True,28.0,25.0
CUST10650,starter,ecommerce,999,2023-03-22,36,4,8,0.46,True,36.0,33.0
CUST10651,starter,logistics,999,2023-03-02,27,10,4,0.9,False,,
CUST10652,pro,saas,7999,2023-05-03,7,4,4,0.61,False,,
CUST10653,growth,logistics,2999,2023-05-14,40,5,3,0.55,False,,
CUST10654,starter,fintech,999,2023-01-31,8,4,2,0.38,True,8.0,6.0
CUST10655,growth,edtech,2999,2023-06-03,10,7,10,0.12,False,,
CUST10656,growth,edtech,2999,2023-04-02,14,1,4,0.36,False,,
CUST10657,pro,fintech,7999,2023-03-14,16,9,7,0.97,False,,
CUST10658,growth,logistics,2999,2023-04-06,23,5,3,0.99,False,,
CUST10659,enterprise,logistics,19999,2023-03-06,11,4,8,0.45,False,,
CUST10660,starter,saas,999,2023-03-13,41,0,1,1.0,True,41.0,37.0
CUST10661,starter,saas,999,2023-04-06,11,7,2,0.84,True,11.0,9.0
CUST10662,pro,ecommerce,7999,2023-06-06,32,0,3,0.4,False,,
CUST10663,enterprise,logistics,19999,2023-04-03,23,4,8,0.87,False,,
CUST10664,starter,logistics,999,2023-03-09,42,7,1,0.73,False,,
CUST10665,enterprise,ecommerce,19999,2023-05-03,36,1,9,0.77,False,,
CUST10666,starter,healthtech,999,2023-04-01,12,8,7,0.32,True,12.0,8.0
CUST10667,starter,ecommerce,999,2023-05-24,44,6,3,0.39,True,44.0,41.0
CUST10668,starter,saas,999,2023-02-16,12,7,5,0.44,True,12.0,8.0
CUST10669,pro,saas,7999,2023-06-14,13,4,8,0.92,False,,
CUST10670,starter,fintech,999,2023-01-21,40,1,10,0.44,True,40.0,37.0
CUST10671,starter,ecommerce,999,2023-04-20,52,7,10,0.71,True,52.0,50.0
CUST10672,growth,edtech,2999,2023-01-31,21,5,4,0.47,False,,
CUST10673,starter,logistics,999,2023-02-28,28,1,2,0.4,True,28.0,24.0
CUST10674,growth,logistics,2999,2023-01-05,13,4,9,0.28,False,,
CUST10675,enterprise,fintech,19999,2023-01-23,40,3,1,0.43,True,40.0,38.0
CUST10676,starter,fintech,999,2023-01-29,46,9,1,0.47,True,46.0,44.0
CUST10677,pro,saas,7999,2023-02-11,50,1,4,0.69,False,,
CUST10678,starter,fintech,999,2023-01-29,51,4,8,0.37,False,,
CUST10679,pro,ecommerce,7999,2023-04-19,9,4,9,0.17,False,,
CUST10680,pro,logistics,7999,2023-05-09,10,5,3,0.65,False,,
CUST10681,growth,healthtech,2999,2023-06-27,36,1,6,0.23,True,36.0,34.0
CUST10682,enterprise,saas,19999,2023-05-26,25,1,2,0.62,False,,
CUST10683,growth,saas,2999,2023-05-15,47,9,5,0.16,False,,
CUST10684,growth,edtech,2999,2023-05-11,21,0,8,0.47,False,,
CUST10685,starter,healthtech,999,2023-02-03,26,7,2,1.0,False,,
CUST10686,starter,healthtech,999,2023-06-28,13,1,5,0.27,False,,
CUST10687,pro,logistics,7999,2023-01-14,24,1,2,0.55,False,,
CUST10688,growth,edtech,2999,2023-06-17,39,3,4,0.51,False,,
CUST10689,starter,saas,999,2023-01-29,11,5,10,0.24,True,11.0,8.0
CUST10690,starter,fintech,999,2023-06-14,7,9,4,0.89,False,,
CUST10691,growth,ecommerce,2999,2023-02-21,30,5,6,0.27,False,,
CUST10692,growth,edtech,2999,2023-06-13,43,2,9,0.27,False,,
CUST10693,growth,logistics,2999,2023-03-04,7,4,6,0.86,True,7.0,4.0
CUST10694,growth,fintech,2999,2023-01-08,35,8,5,0.35,False,,
CUST10695,growth,edtech,2999,2023-02-14,23,0,4,0.99,False,,
CUST10696,starter,edtech,999,2023-06-18,18,0,4,0.68,False,,
CUST10697,starter,fintech,999,2023-04-05,10,1,8,0.4,False,,
CUST10698,growth,saas,2999,2023-01-08,39,6,10,0.57,False,,
CUST10699,growth,ecommerce,2999,2023-03-31,39,9,2,0.58,False,,
CUST10700,starter,saas,999,2023-02-11,10,10,4,0.16,True,10.0,8.0
CUST10701,growth,fintech,2999,2023-02-09,8,9,10,0.78,False,,
CUST10702,pro,fintech,7999,2023-03-14,18,6,6,0.54,False,,
CUST10703,starter,logistics,999,2023-02-17,11,2,8,0.91,True,11.0,9.0
CUST10704,enterprise,fintech,19999,2023-06-02,9,10,9,0.31,False,,
CUST10705,pro,healthtech,7999,2023-03-30,36,3,3,0.7,False,,
CUST10706,starter,logistics,999,2023-06-10,34,5,6,0.27,True,34.0,32.0
CUST10707,starter,ecommerce,999,2023-05-17,35,0,9,0.17,False,,
CUST10708,pro,fintech,7999,2023-06-18,21,9,7,0.67,False,,
