customer_id,current_logins,current_feature_usage,current_session_mins,current_api_calls,current_support_tickets,login_trend_3w,feature_trend_3w,session_trend_3w,api_trend_3w,avg_logins_4w,avg_session_4w,avg_api_4w,total_tickets_4w,login_volatility,session_volatility,total_weeks,plan,industry,monthly_revenue,nps_score,feature_adoption_rate,churned,plan_encoded,industry_encoded,churn_probability,risk_level
CUST10389,5,3,24,128,0,-0.333,1.0,-3.333,8.667,4.25,27.0,89.25,1,1.708,5.715,28,starter,healthtech,999,3,0.66,False,3,3,0.17523523,Low
CUST10390,4,0,31,46,0,0.667,-1.0,2.0,-8.0,3.25,23.0,81.75,0,0.957,8.485,40,starter,saas,999,2,0.13,True,3,5,0.97452354,High
CUST10391,6,2,29,77,0,0.0,-1.0,2.667,-6.667,6.25,22.25,92.25,0,1.258,5.377,6,growth,logistics,2999,5,0.82,False,1,4,0.048180487,Low
CUST10392,3,1,34,105,0,-1.333,-1.667,8.333,9.333,4.5,25.75,110.25,0,1.732,11.442,13,starter,healthtech,999,3,0.69,False,3,3,0.014511535,Low
CUST10393,7,4,31,111,0,0.0,0.0,2.0,17.333,5.75,23.0,95.5,1,1.893,7.071,36,growth,healthtech,2999,6,0.7,False,1,3,0.0017046388,Low
CUST10394,5,7,30,137,0,-0.667,1.0,-3.667,-6.0,5.5,29.75,119.75,0,1.291,10.34,34,growth,ecommerce,2999,10,0.68,False,1,0,0.002239309,Low
CUST10395,4,12,26,79,1,0.667,-1.333,4.333,2.0,2.75,20.0,60.75,1,0.957,10.801,38,enterprise,edtech,19999,2,0.11,True,0,1,0.97261375,High
CUST10396,3,0,26,68,0,-0.667,-0.667,1.333,-3.0,3.75,24.75,77.0,2,1.5,3.403,12,starter,healthtech,999,10,0.11,True,3,3,0.93228936,High
CUST10397,4,1,18,52,1,0.0,-0.667,-3.0,-6.667,4.0,17.75,60.25,2,0.816,6.801,4,growth,ecommerce,2999,1,0.13,True,1,0,0.9993326,High
CUST10398,3,5,27,83,0,-1.667,-0.333,5.0,-19.333,5.75,19.25,101.25,0,2.217,8.958,43,growth,ecommerce,2999,7,0.34,False,1,0,0.055332635,Low
CUST10399,4,1,38,104,0,0.333,-0.667,5.667,15.0,4.5,30.0,89.25,0,1.291,7.071,48,starter,fintech,999,3,0.5,False,3,2,0.0013424654,Low
CUST10400,3,6,27,81,0,-1.667,-1.333,4.0,1.333,4.75,22.25,99.0,0,2.217,5.5,36,pro,logistics,7999,2,0.42,False,2,4,0.07187348,Low
CUST10401,6,9,29,43,1,-0.333,0.333,4.0,-30.0,5.25,24.5,79.75,1,1.708,5.745,29,pro,healthtech,7999,10,0.58,True,2,3,0.0045693484,Low
CUST10402,6,4,39,89,0,0.0,-1.333,6.667,18.333,5.5,27.5,80.75,0,0.577,8.347,9,growth,saas,2999,10,0.66,False,1,5,0.00014781184,Low
CUST10403,4,2,20,151,0,-0.333,0.333,-2.667,24.0,4.5,23.5,101.75,0,0.577,3.317,19,starter,saas,999,6,0.67,False,3,5,0.0005132804,Low
CUST10404,3,0,10,136,0,-1.0,0.0,-2.333,12.333,4.0,21.5,118.75,1,1.414,9.747,17,starter,saas,999,6,0.85,False,3,5,0.007431084,Low
CUST10405,3,1,23,95,0,-1.333,-1.333,4.0,-3.667,5.0,20.75,104.0,0,1.826,9.535,45,starter,fintech,999,1,0.28,False,3,2,0.046303205,Low
CUST10406,4,6,20,81,0,-0.333,-0.667,0.0,-6.0,5.25,21.5,109.25,0,1.893,3.0,46,pro,saas,7999,9,0.15,False,2,5,0.0018734916,Low
CUST10407,6,10,20,87,1,0.0,-0.333,-3.667,-10.333,5.25,28.0,98.75,2,0.957,6.976,18,pro,edtech,7999,8,0.3,False,2,1,0.009226437,Low
CUST10408,3,0,6,39,1,-1.333,0.0,-2.0,-23.667,4.5,12.5,78.25,1,1.915,6.245,26,starter,healthtech,999,7,0.42,True,3,3,0.9987262,High
CUST10409,5,5,17,85,0,0.0,0.667,-1.667,6.0,4.0,26.75,85.5,1,1.414,8.655,52,growth,fintech,2999,4,0.67,False,1,2,0.17942551,Low
CUST10410,6,10,32,140,0,0.667,1.0,1.0,-9.667,4.75,26.5,126.5,0,0.957,4.796,11,pro,fintech,7999,3,0.37,False,2,2,0.0005415946,Low
CUST10411,4,3,13,107,0,-0.333,1.0,-3.0,9.333,5.0,21.75,78.0,0,1.414,6.946,42,starter,edtech,999,1,0.71,True,3,1,0.9370831,High
CUST10412,5,0,9,51,1,0.333,-0.667,-1.0,-25.0,3.25,19.25,75.75,1,1.708,11.673,29,starter,healthtech,999,5,0.87,True,3,3,0.9985606,High
CUST10413,2,7,28,54,0,-1.0,-1.667,1.667,-16.333,4.25,25.25,90.75,0,1.5,3.202,13,pro,healthtech,7999,8,0.64,False,2,3,0.06281643,Low
CUST10414,4,15,27,110,0,-0.333,0.0,-0.667,6.667,4.75,33.0,106.25,2,0.957,10.033,49,enterprise,saas,19999,5,0.13,False,0,5,0.0013146482,Low
CUST10415,8,2,26,115,0,1.333,-0.333,-1.0,-12.667,4.5,23.75,125.0,0,2.38,6.652,29,starter,fintech,999,4,0.56,False,3,2,0.0012583667,Low
CUST10416,3,18,23,130,0,-0.333,2.333,4.0,27.333,3.5,24.25,74.5,0,0.577,9.708,19,enterprise,saas,19999,1,0.99,False,0,5,0.0008864364,Low
CUST10417,3,1,31,75,0,-0.667,-0.667,1.333,-1.0,4.75,23.5,82.5,1,1.258,8.185,48,starter,fintech,999,6,0.33,True,3,2,0.95023185,High
CUST10418,6,3,17,144,0,0.667,1.0,-1.333,14.667,4.75,17.25,100.5,0,1.5,3.862,24,starter,fintech,999,8,0.12,False,3,2,0.004318777,Low
CUST10419,4,2,27,48,1,-1.667,-0.667,0.667,-19.667,5.5,24.25,84.25,2,2.38,6.5,24,starter,healthtech,999,9,0.77,False,3,3,0.05979884,Low
CUST10420,4,17,7,92,0,-0.333,1.333,-4.333,-7.667,5.25,21.25,110.5,0,1.258,10.404,29,enterprise,ecommerce,19999,10,0.49,False,0,0,0.008048055,Low
CUST10421,4,5,37,138,0,-0.667,1.333,2.333,24.0,4.75,33.5,80.25,1,0.957,4.041,36,starter,logistics,999,5,0.66,False,3,4,0.0050455984,Low
CUST10422,6,3,30,142,0,-0.333,1.0,1.667,24.333,5.75,24.75,104.5,0,1.258,3.775,16,starter,saas,999,8,0.95,False,3,5,0.000119225326,Low
CUST10423,9,2,28,92,0,1.667,0.333,-0.333,-3.333,6.0,26.5,93.5,1,2.16,3.697,49,starter,fintech,999,2,0.69,False,3,2,0.00985542,Low
CUST10424,8,2,27,86,0,0.333,0.667,2.667,-15.333,7.0,27.75,93.25,1,0.816,8.302,29,starter,logistics,999,8,0.96,False,3,4,0.004184858,Low
CUST10425,2,3,24,80,1,-1.667,0.333,7.333,-7.333,4.0,19.0,98.5,1,2.449,11.605,16,growth,saas,2999,5,0.18,True,1,5,0.97711617,High
CUST10426,3,0,24,60,0,-0.333,-1.0,1.0,-21.333,3.75,21.75,98.25,0,0.957,2.217,20,starter,saas,999,7,0.76,False,3,5,0.6142811,High
CUST10427,4,0,27,67,0,-0.333,0.0,0.333,-19.333,4.25,26.0,90.75,1,0.957,5.354,52,starter,edtech,999,2,0.97,False,3,1,0.10669648,Low
CUST10428,1,0,1,83,0,-1.0,-1.667,-13.333,-2.667,2.75,18.75,99.25,1,1.5,17.933,30,growth,ecommerce,2999,5,0.34,True,1,0,0.9952825,High
CUST10429,3,0,5,127,0,-0.333,-0.333,-11.0,6.0,4.0,20.25,101.75,0,1.414,14.151,46,starter,fintech,999,6,0.52,False,3,2,0.059597537,Low
CUST10430,4,2,36,67,0,-0.333,0.667,3.0,-18.333,5.25,28.0,93.5,0,1.258,7.071,41,starter,edtech,999,6,0.73,False,3,1,0.005132438,Low
CUST10431,3,10,23,70,0,-1.0,1.667,-4.0,-16.333,5.0,29.0,100.75,0,1.414,7.528,27,pro,saas,7999,2,0.25,False,2,5,0.033435103,Low
CUST10432,4,1,17,83,0,-0.667,0.0,-1.0,-7.333,5.0,23.5,113.0,0,0.816,5.916,10,starter,edtech,999,10,0.61,False,3,1,0.003023688,Low
CUST10433,4,13,29,107,0,-0.667,0.0,3.667,18.0,5.75,28.5,106.75,0,1.258,7.594,22,pro,logistics,7999,1,0.81,False,2,4,0.00032675616,Low
CUST10434,5,0,19,131,0,0.0,-1.333,0.667,7.333,4.5,19.75,109.75,0,1.0,2.5,44,growth,fintech,2999,10,0.98,False,1,2,0.001908284,Low
CUST10435,3,5,19,77,0,0.667,1.333,-3.0,9.0,3.5,25.0,79.5,1,2.082,4.546,17,growth,saas,2999,10,0.75,True,1,5,0.96792775,High
CUST10436,5,0,26,56,0,-0.667,0.0,-0.667,-4.333,5.75,24.5,84.5,0,0.957,3.873,39,starter,edtech,999,9,0.12,True,3,1,0.8156846,High
CUST10437,4,2,21,93,0,-1.0,-1.0,-0.333,-13.667,5.75,22.75,119.5,1,1.5,1.5,38,starter,ecommerce,999,3,0.97,False,3,0,0.005084649,Low
CUST10438,1,0,27,68,0,-1.333,-0.667,6.0,-20.0,4.0,22.5,102.0,0,2.0,9.147,7,starter,edtech,999,1,0.93,False,3,1,0.9613319,High
CUST10439,3,1,29,94,0,-0.667,0.0,-1.0,10.0,4.25,23.75,93.5,0,0.957,8.884,14,starter,healthtech,999,5,0.73,False,3,3,0.09575311,Low
CUST10440,3,0,30,73,0,0.0,-1.0,2.667,-2.0,4.5,22.75,87.0,0,2.38,4.992,24,starter,logistics,999,2,0.71,True,3,4,0.9683634,High
CUST10441,3,0,20,101,0,0.0,-0.667,-2.333,6.667,3.5,18.25,109.25,0,0.577,7.136,13,starter,fintech,999,1,0.68,False,3,2,0.06876634,Low
CUST10442,6,2,9,130,0,-0.667,0.0,-4.333,23.333,6.0,23.75,92.75,0,1.633,10.905,46,growth,fintech,2999,6,0.37,False,1,2,0.0068893502,Low
CUST10443,1,1,31,100,0,-2.0,-1.333,1.667,-6.0,4.75,27.5,96.0,0,2.63,2.38,52,growth,healthtech,2999,2,0.23,False,1,3,0.06101836,Low
CUST10444,4,6,26,51,0,0.0,-1.0,2.667,-21.667,3.5,21.5,73.5,0,1.0,5.916,30,growth,ecommerce,2999,8,0.71,True,1,0,0.9798263,High
CUST10445,6,16,13,91,1,0.333,0.667,-2.0,-16.0,5.75,19.75,119.0,1,0.5,5.377,20,enterprise,ecommerce,19999,4,0.78,False,0,0,0.0046421345,Low
CUST10446,3,15,34,129,0,-0.333,-0.667,2.333,1.667,3.5,25.0,108.75,0,1.291,8.756,41,enterprise,edtech,19999,8,0.35,False,0,1,0.0030103708,Low
CUST10447,3,14,29,71,0,-0.333,2.0,0.667,2.667,3.0,24.75,58.0,2,0.816,4.031,14,pro,fintech,7999,8,0.54,True,2,2,0.9385155,High
CUST10448,5,6,21,115,1,-0.333,-0.333,3.333,11.667,4.5,18.0,104.5,1,1.732,4.69,51,growth,ecommerce,2999,6,0.18,False,1,0,0.013909637,Low
CUST10449,2,13,27,84,0,-1.0,-0.667,-0.667,-20.667,4.5,24.5,98.75,0,1.732,4.203,28,enterprise,logistics,19999,2,0.56,True,0,4,0.9409621,High
CUST10450,2,8,25,68,0,-1.333,0.333,3.333,4.667,4.75,19.75,66.25,1,1.893,4.573,16,pro,healthtech,7999,5,0.23,False,2,3,0.18017034,Low
CUST10451,4,16,18,107,0,-1.0,0.333,-3.667,-0.667,5.75,25.0,94.25,0,1.5,6.583,21,enterprise,healthtech,19999,6,0.3,False,0,3,0.011161473,Low
CUST10452,2,0,26,60,0,0.0,-2.0,2.0,-14.333,2.25,21.5,84.0,1,0.5,5.745,46,starter,ecommerce,999,9,0.83,True,3,0,0.99722123,High
CUST10453,5,3,26,112,0,-0.667,-0.333,-0.333,17.667,5.75,25.0,86.75,0,1.5,2.708,18,starter,ecommerce,999,8,0.64,False,3,0,0.0017583006,Low
CUST10454,5,15,38,123,0,0.333,-0.667,2.0,12.667,4.75,31.75,103.75,0,0.957,6.344,19,enterprise,edtech,19999,4,0.29,False,0,1,0.0001740758,Low
CUST10455,6,8,28,92,0,0.667,-0.333,2.667,-0.667,5.5,21.5,105.75,0,1.291,5.447,13,pro,fintech,7999,9,0.64,False,2,2,0.0018956403,Low
CUST10456,2,4,21,77,0,-2.0,0.667,-3.667,-3.667,4.75,26.5,82.25,0,2.5,6.351,5,starter,edtech,999,9,0.6,False,3,1,0.086539716,Low
CUST10457,4,2,22,77,0,-1.0,-0.333,1.333,-12.667,3.75,16.75,89.75,1,2.5,4.113,49,starter,saas,999,7,0.79,True,3,5,0.9724644,High
CUST10458,4,4,12,56,1,-0.333,-0.667,-4.0,-26.333,4.0,21.25,87.25,1,0.816,8.139,9,growth,saas,2999,2,0.5,True,1,5,0.99815136,High
CUST10459,4,2,31,92,0,-0.333,-0.667,1.333,-9.333,4.5,28.5,108.25,0,0.577,5.196,9,starter,fintech,999,5,0.78,False,3,2,0.0032337091,Low
CUST10460,3,8,29,125,0,-1.333,0.667,0.667,-3.0,5.75,30.75,101.0,0,2.217,3.5,22,pro,healthtech,7999,4,0.15,False,2,3,0.0030901062,Low
CUST10461,7,8,21,147,0,0.0,1.333,3.667,-5.0,6.25,17.25,125.0,1,0.957,6.397,19,growth,fintech,2999,4,0.69,False,1,2,0.0007084743,Low
CUST10462,2,0,41,82,0,-1.333,0.0,5.333,3.0,3.75,21.25,72.0,1,2.062,15.064,5,starter,ecommerce,999,6,0.52,True,3,0,0.9731907,High
CUST10463,5,9,39,110,0,0.333,0.0,1.667,1.333,4.75,30.0,117.0,1,0.5,7.789,46,pro,healthtech,7999,4,0.3,False,2,3,0.0013602192,Low
CUST10464,1,5,13,58,0,-1.333,0.0,-5.333,-25.0,3.5,22.25,89.75,0,1.915,9.639,13,growth,saas,2999,1,0.98,True,1,5,0.9962684,High
CUST10465,4,9,28,57,1,-0.333,-0.667,1.333,-10.333,4.25,21.0,79.0,1,0.5,8.287,37,pro,saas,7999,10,0.52,True,2,5,0.9468155,High
CUST10466,4,1,27,114,0,-0.667,-0.667,2.0,12.333,4.75,22.25,103.75,0,0.957,10.689,5,starter,healthtech,999,6,0.25,False,3,3,0.0038336853,Low
CUST10467,4,14,19,53,0,-0.333,-0.333,-3.0,-8.667,4.5,25.5,66.0,0,0.577,6.245,20,enterprise,healthtech,19999,9,0.23,True,0,3,0.37689847,Medium
CUST10468,6,10,14,110,0,-0.333,1.333,-3.667,6.0,5.75,21.75,100.75,0,1.258,5.188,39,pro,edtech,7999,6,0.18,False,2,1,0.0014891103,Low
CUST10469,4,5,25,76,1,-0.667,-1.0,-0.667,3.667,5.0,25.5,87.5,1,0.816,2.646,37,growth,ecommerce,2999,8,0.93,True,1,0,0.8354841,High
CUST10470,3,5,33,102,1,-0.333,0.0,4.0,-5.0,3.75,24.5,95.75,1,0.5,12.042,44,growth,edtech,2999,3,0.39,False,1,1,0.08859938,Low
CUST10471,7,2,25,105,0,-0.667,-0.667,-6.333,1.333,7.75,30.75,119.0,0,0.957,10.563,25,starter,ecommerce,999,2,0.21,False,3,0,0.0030692022,Low
CUST10472,5,1,25,78,0,-0.667,-1.333,2.0,-9.0,5.25,15.0,120.5,0,1.258,9.381,19,growth,healthtech,2999,6,0.24,False,1,3,0.017820958,Low
CUST10473,4,0,19,68,0,-1.0,-0.333,-5.667,-19.0,5.0,28.5,107.0,1,1.414,9.327,37,starter,ecommerce,999,10,0.72,True,3,0,0.84295636,High
CUST10474,2,1,12,45,0,-0.667,0.0,-6.333,-14.333,3.0,20.25,69.5,1,1.155,8.884,7,growth,saas,2999,6,0.11,True,1,5,0.99865,High
CUST10475,5,2,36,76,0,1.667,-1.0,5.333,-7.333,3.5,28.0,98.5,0,2.38,7.703,16,growth,ecommerce,2999,3,0.2,True,1,0,0.8659164,High
CUST10476,3,6,28,86,0,-0.333,1.0,4.667,-2.0,3.75,22.5,91.75,0,0.957,7.234,40,growth,healthtech,2999,3,0.95,False,1,3,0.08711385,Low
CUST10477,5,1,29,76,0,0.333,-0.333,-0.333,-11.667,5.0,27.25,101.0,1,0.816,3.594,15,starter,logistics,999,6,0.71,False,3,4,0.037167966,Low
CUST10478,3,15,17,80,0,-1.0,0.333,-1.333,-0.333,4.75,16.75,57.25,0,1.5,3.686,37,enterprise,edtech,19999,2,0.66,True,0,1,0.980508,High
CUST10479,6,11,23,174,0,0.333,1.0,1.0,23.0,5.0,26.5,86.75,0,0.816,6.245,50,pro,logistics,7999,1,0.48,False,2,4,0.00042881197,Low
CUST10480,5,2,22,61,0,-0.333,-0.333,4.333,-11.333,6.25,24.0,90.75,1,0.957,12.728,8,starter,edtech,999,2,0.11,True,3,1,0.88414884,High
CUST10481,5,3,11,119,0,0.0,-1.0,-7.667,17.0,5.25,21.0,110.25,1,0.5,9.626,5,growth,ecommerce,2999,4,0.19,False,1,0,0.009377757,Low
CUST10482,4,16,24,148,0,-1.0,0.333,-0.667,12.0,5.25,24.75,122.25,1,2.062,3.775,24,enterprise,logistics,19999,2,0.99,False,0,4,0.0006582616,Low
CUST10483,2,7,24,95,0,-0.667,-0.667,2.0,2.0,3.0,18.5,86.25,0,0.816,4.123,49,pro,logistics,7999,6,0.69,True,2,4,0.9733329,High
CUST10484,6,9,17,107,0,0.0,0.0,-4.333,-0.333,5.25,28.0,104.5,0,0.957,8.287,42,pro,fintech,7999,9,0.93,False,2,2,0.0009993946,Low
CUST10485,6,2,13,38,0,0.333,-0.667,-5.333,-33.0,5.0,20.25,82.25,1,0.816,6.602,37,starter,fintech,999,7,0.77,True,3,2,0.8795075,High
CUST10486,5,2,33,113,1,0.333,-0.667,5.333,-8.667,4.25,25.25,94.75,1,1.708,8.421,19,growth,healthtech,2999,3,0.79,True,1,3,0.3737088,Medium
CUST10487,7,4,33,83,1,0.667,-0.333,5.333,-4.333,4.75,28.75,96.75,1,2.062,8.098,10,starter,fintech,999,9,0.52,False,3,2,0.010465782,Low
CUST10488,2,6,19,64,0,-1.0,1.0,-1.0,-10.667,3.5,24.75,78.75,1,1.291,8.921,8,growth,edtech,2999,9,0.71,True,1,1,0.9732165,High
CUST10489,3,11,28,104,0,-1.667,1.0,1.333,3.333,6.25,22.75,81.5,0,2.754,4.573,9,pro,fintech,7999,7,0.63,False,2,2,0.021248052,Low
CUST10490,4,0,6,51,0,0.333,-0.333,-8.0,-13.0,3.5,14.5,71.5,1,1.291,12.897,15,starter,ecommerce,999,3,0.77,True,3,0,0.9991197,High
CUST10491,3,7,31,50,1,0.0,-1.333,0.667,-13.333,4.25,24.75,72.5,3,1.5,10.532,30,pro,edtech,7999,9,0.88,True,2,1,0.9953992,High
CUST10492,2,0,23,89,0,0.333,-1.333,-2.0,5.0,3.75,24.75,80.5,0,2.754,4.031,11,starter,logistics,999,3,0.89,True,3,4,0.9910631,High
CUST10493,6,3,8,21,0,1.0,0.333,-2.0,-35.333,5.0,16.5,91.5,0,1.414,7.234,25,starter,healthtech,999,2,0.58,False,3,3,0.09232563,Low
CUST10494,4,5,25,102,0,-1.667,-0.667,-2.0,-12.333,5.5,28.5,120.0,1,2.646,10.116,39,growth,ecommerce,2999,7,0.52,False,1,0,0.021847745,Low
CUST10495,4,3,17,60,1,0.333,-1.0,-0.333,-12.333,4.25,24.0,78.75,2,0.957,7.528,46,growth,ecommerce,2999,1,0.58,True,1,0,0.991093,High
CUST10496,6,6,32,63,0,0.333,-1.0,7.0,1.0,4.75,21.0,63.0,0,0.957,10.1,5,pro,healthtech,7999,4,0.35,False,2,3,0.04877476,Low
CUST10497,7,6,24,111,0,0.667,-0.667,-3.333,5.333,4.75,22.25,106.0,0,1.708,9.535,41,pro,ecommerce,7999,1,0.85,False,2,0,0.0008207294,Low
CUST10498,2,0,23,49,0,0.0,0.0,1.667,-32.0,2.75,24.25,90.5,0,0.957,9.465,34,starter,ecommerce,999,6,0.99,True,3,0,0.99704736,High
CUST10499,5,7,25,125,1,0.333,-0.333,3.667,24.667,4.5,22.75,92.5,1,0.577,6.702,11,pro,saas,7999,4,0.35,False,2,5,0.0009852054,Low
CUST10500,6,8,29,104,1,1.333,-1.0,0.333,4.667,4.75,27.0,92.75,2,1.893,4.83,6,pro,saas,7999,10,0.17,False,2,5,0.011262101,Low
CUST10501,4,12,35,98,0,0.333,1.333,1.333,5.667,4.25,26.5,103.5,0,1.258,8.062,46,pro,healthtech,7999,10,0.13,False,2,3,0.0011504255,Low
CUST10502,6,2,38,56,0,0.667,-0.333,7.333,-18.667,4.75,24.0,95.25,1,0.957,9.661,6,starter,fintech,999,1,0.97,False,3,2,0.043742064,Low
CUST10503,5,3,36,121,0,-0.333,-1.333,5.333,12.667,4.0,21.5,105.25,0,1.826,9.95,44,growth,logistics,2999,5,0.75,False,1,4,0.0009969054,Low
CUST10504,1,0,16,88,0,-1.333,-1.0,-2.333,1.0,4.0,21.5,82.75,0,2.582,7.141,51,starter,fintech,999,1,0.73,True,3,2,0.998058,High
CUST10505,4,7,31,115,0,0.0,0.667,0.667,17.0,4.75,23.25,101.0,1,0.957,8.342,9,growth,edtech,2999,10,0.45,False,1,1,0.0038751645,Low
CUST10506,5,3,19,135,0,0.0,-1.0,-3.667,13.0,5.25,28.5,115.0,0,0.5,6.557,22,growth,logistics,2999,2,0.99,False,1,4,7.209514e-05,Low
CUST10507,6,16,27,88,0,-1.0,0.0,-1.0,-6.333,7.75,29.5,94.5,0,1.258,5.568,27,enterprise,healthtech,19999,6,0.26,False,0,3,0.005549422,Low
CUST10508,2,1,24,86,0,-0.333,-2.0,-3.667,7.667,3.75,25.25,73.0,1,1.5,8.77,6,growth,saas,2999,9,0.49,True,1,5,0.98979867,High
CUST10509,5,6,15,161,0,-0.667,-1.0,-4.0,20.0,5.5,22.5,129.5,0,1.915,8.347,23,pro,edtech,7999,5,0.37,False,2,1,0.00016331996,Low
CUST10510,5,3,32,124,0,-1.0,0.333,4.667,1.667,5.75,23.75,91.25,0,1.708,6.551,40,starter,edtech,999,6,0.57,False,3,1,0.02135091,Low
CUST10511,4,6,25,134,0,-0.333,0.0,1.0,3.667,5.25,25.25,109.25,1,0.957,7.719,23,pro,logistics,7999,2,0.91,False,2,4,0.004070553,Low
CUST10512,2,3,18,78,0,-2.0,0.667,-5.0,-6.667,4.0,25.25,72.0,0,2.708,9.57,5,starter,saas,999,4,0.32,True,3,5,0.9929471,High
CUST10513,5,2,9,73,0,0.333,0.333,-1.667,2.0,3.75,19.5,53.5,0,1.258,11.733,50,starter,fintech,999,2,0.87,True,3,2,0.98261124,High
CUST10514,4,2,35,145,0,-1.0,0.333,5.0,17.667,5.75,24.75,108.5,0,1.258,7.32,46,starter,saas,999,9,0.24,False,3,5,0.00033483646,Low
CUST10515,6,3,7,132,0,0.0,-0.667,-6.667,4.333,5.5,21.0,113.25,0,0.577,10.583,43,growth,ecommerce,2999,6,0.31,False,1,0,0.0082685985,Low
CUST10516,3,1,25,99,0,-1.0,0.333,3.333,-13.333,4.75,22.75,97.5,0,1.5,8.016,10,starter,edtech,999,5,0.63,True,3,1,0.86687535,High
CUST10517,3,4,28,63,0,0.0,0.333,-1.333,-8.667,4.0,23.5,76.75,1,1.155,9.11,48,starter,fintech,999,4,0.15,False,3,2,0.23320605,Low
CUST10518,4,2,28,48,0,0.333,-1.333,1.0,-16.667,3.25,20.25,81.75,2,0.957,8.016,14,growth,logistics,2999,3,0.73,True,1,4,0.9965024,High
CUST10519,4,0,28,63,1,0.0,-1.333,1.667,-9.0,4.0,22.25,67.5,3,0.816,6.5,48,growth,ecommerce,2999,5,0.78,True,1,0,0.99674314,High
CUST10520,9,15,33,106,0,1.333,0.333,1.333,-0.667,7.0,28.25,89.5,0,1.633,5.123,52,enterprise,saas,19999,7,0.43,False,0,5,0.0018785255,Low
CUST10521,6,15,45,90,0,-0.667,-0.667,8.667,15.667,5.5,26.5,85.75,1,2.517,13.026,39,enterprise,healthtech,19999,7,0.77,False,0,3,0.0028964765,Low
CUST10522,3,2,19,52,0,0.0,0.333,-1.333,-22.667,3.25,26.5,98.5,0,2.062,7.0,31,starter,edtech,999,5,0.93,True,3,1,0.9651357,High
CUST10523,3,0,14,50,0,-1.333,0.0,-0.667,10.333,5.0,22.75,37.75,1,1.826,11.871,22,starter,ecommerce,999,1,0.35,True,3,0,0.9977683,High
CUST10524,5,14,21,112,0,0.333,-0.333,-3.667,-9.333,5.5,28.0,143.0,0,1.291,4.83,28,enterprise,edtech,19999,6,0.67,False,0,1,0.00042430052,Low
CUST10525,9,5,20,87,0,1.667,-0.333,-0.333,-5.667,5.75,19.75,97.75,0,2.363,5.795,28,growth,fintech,2999,9,0.98,False,1,2,0.0044214856,Low
CUST10526,6,0,27,95,0,0.333,0.0,1.667,-5.333,4.75,21.0,113.75,2,0.957,7.616,15,starter,healthtech,999,3,0.16,True,3,3,0.7992225,High
CUST10527,3,4,17,46,1,0.0,0.333,5.667,-11.333,3.25,18.0,70.0,2,0.5,12.987,51,growth,logistics,2999,7,0.61,True,1,4,0.994736,High
CUST10528,6,6,24,130,0,1.0,0.333,1.667,-1.0,5.25,30.5,110.5,0,1.5,10.661,15,growth,saas,2999,3,0.88,False,1,5,0.0010710831,Low
CUST10529,4,6,21,162,0,0.333,0.667,0.333,8.333,4.25,23.75,122.75,1,0.957,5.56,9,growth,healthtech,2999,10,0.8,False,1,3,0.0018295523,Low
CUST10530,4,1,32,75,0,0.0,-0.333,3.333,-6.333,4.0,24.0,76.75,0,0.816,7.832,35,starter,fintech,999,6,0.34,True,3,2,0.9313648,High
CUST10531,3,5,38,119,0,-0.667,0.333,3.333,0.667,4.0,24.0,101.25,0,1.155,11.431,11,starter,fintech,999,6,0.1,False,3,2,0.06288117,Low
CUST10532,6,11,28,113,1,0.667,1.0,0.667,-2.0,5.0,26.0,113.5,1,1.155,2.16,24,pro,healthtech,7999,8,0.45,False,2,3,0.00060153,Low
CUST10533,5,18,27,93,0,0.0,0.333,6.667,-3.0,5.75,19.25,107.25,0,0.957,12.121,31,enterprise,fintech,19999,4,0.24,False,0,2,0.013028373,Low
CUST10534,4,3,24,100,0,0.0,1.0,-4.0,15.667,4.0,30.25,100.25,1,0.816,5.315,11,starter,saas,999,2,0.76,False,3,5,0.021883547,Low
CUST10535,7,3,28,88,0,1.0,0.333,4.333,-32.333,5.5,21.0,119.5,0,1.291,5.715,41,starter,logistics,999,6,0.7,False,3,4,0.0048131435,Low
CUST10536,2,1,19,91,0,-2.333,0.333,-4.667,-1.333,6.5,26.5,94.75,0,3.109,6.245,22,starter,ecommerce,999,6,0.82,False,3,0,0.07546932,Low
CUST10537,4,2,29,91,0,-0.667,0.333,0.0,19.667,4.25,23.75,79.0,0,1.258,6.397,44,starter,saas,999,7,0.11,True,3,5,0.7773521,High
CUST10538,5,9,20,123,0,0.0,0.0,-4.333,13.667,4.75,16.5,91.0,0,0.5,12.715,52,pro,edtech,7999,3,0.59,False,2,1,0.014860033,Low
CUST10539,7,4,25,114,1,1.0,1.0,-2.0,1.0,5.5,30.5,112.25,1,1.291,6.191,17,starter,healthtech,999,7,0.23,False,3,3,0.0008431081,Low
CUST10540,2,0,20,105,0,-1.0,0.0,-0.667,-5.667,4.5,21.75,121.25,0,1.732,12.712,19,starter,logistics,999,9,0.65,False,3,4,0.061495155,Low
CUST10541,3,0,13,44,0,0.333,0.0,-4.667,6.667,3.25,17.25,47.0,1,1.258,6.85,15,starter,logistics,999,6,0.94,True,3,4,0.9977069,High
CUST10542,4,4,36,56,0,0.667,-0.333,4.333,-9.333,4.25,28.25,66.0,0,1.708,8.539,34,growth,ecommerce,2999,2,0.34,True,1,0,0.9077192,High
